번호,데이터고유번호,기관기업고유번호,기술명칭,도시,직위
1942,112150,75501,Concomitant analysis of salivary tumor markers-A new diagnostic tool for oral cancer,Israel, 
1943,112151,75501,Cylindrical probe for ex-situ nuclear magnetic resonance spectroscopy ,Israel, 
1944,112152,75501,Differentiated human embryoid cells and a method for producing them ,Israel, 
1945,112153,75501,Electronic receptor and its application to controlling biological processes ,Israel, 
1946,112154,75501, Embryonic and adult stem cells encapsulation for cell based therapy and cancer ,Israel, 
1947,112155,75501,Encapsulation of biologically active chemicals for oral delivery ,Israel, 
1948,112156,75501,Encapsulation of enzymes in electrospun core-shell fibers ,Israel, 
1949,112157,75501,Encapsulation of pseudomonas ADP cells in electrospun core-shell fibers and their use in removing atrazine from water ,Israel, 
1950,112284,112283,실제 물체의 모양을 변모시키는 영상 투영 기술 ,동경,교수
1951,112285,112283,위치정보가 첨가된 화상의 랭킹 수법 ,동경,준교수
1952,112344,75501,Engineering three-dimensional tissue structures using differentiating embryonic stem cells ,Israel, 
1953,112345,75501,Fast retinal imaging by parallel projections ,Israel, 
1954,112346,75501,Floating electrode dielectrophoresis (feDEP),Israel, 
1955,112347,75501,Growth and differentiation of human embryonic stem cells within three dimensional scaffolds ,Israel, 
1956,112348,75501,"Hardware architecture for spike recording, detection, sorting and alignment algorithms in neuroprocessors ",Israel, 
1957,112350,75501,"Medical scaffold, methods of fabrication and uses thereof ",Israel, 
1958,112905,75501,Mesoscale bioactive 3D electrospun scaffold for bone repair,israel, 
1959,112906,75501,Metallocorroles: A novel compound fighting Atherosclerosis and high blood Cholesterol levels ,israel, 
1960,112907,75501,Method and device for burning of sewage sludge,israel, 
1961,112908,75501,Method and kits for diagnosis of schizophrenia ,israel, 
1962,113067,75501,Method of dynamically culturing embryonic stem cells ,Israel, 
1963,113068,75501,Methods for promoting cell transfection in vivo ,Israel, 
1964,113083,75501,Methods for the preparation of selectively-substituted corroles and new substituted corroles ,Israel, 
1965,113103,75501,Methods for treatment of Renal Failure ,Israel, 
1966,113104,75501,Methods of generating human cardiac cells and tissues and uses thereof ,Israel, 
1967,113105,75501,"Methods, pharmaceutical compositions, oral compositions, filters and tobacco products for preventing or reducing tobacco smoke-associated injury in the aerodigestive tract of a subject ",Israel, 
1968,113106,75501,Multicellular systems of pluripotent human embryonic stem cells and cancer cells and uses thereof ,Israel, 
1969,113107,75501,"Multifunctional catalytic antioxidants as cyto-protective and cyto-rescuing agents for chronic, systemic, and neurodegenerative diseases ",Israel, 
1970,113323,75501,Nano-complexes of beta-lactoglobulin and polysaccharides as vehicles for hydrophobic bioactive molecules,Israel, 
1971,113324,75501,Natural acellularized cardiac extracellular matrix for tissue engineering,Israel, 
1972,113325,75501,Novel class of antibiotics based on naturally lethal peptide sequence,Israel, 
1973,113326,75501,Novel discovery presenting potent protector against the lethal effect of cigarette smoke ,Israel, 
1974,113327,75501,"Novel methods for the in-vitro identification, isolation and differentiation of vasculogenic progenitor cells ",Israel, 
1975,113328,75501,OAKs: Novel cancer-fighting mimics of host-defense peptides ,Israel, 
1976,113329,75501,OAKs: Novel library of antibiotics that mimic host defense peptides ,Israel, 
1977,113330,75501,Overcoming insulin resistance state via alleviating GLUT4 repression caused by AHNAK ,Israel, 
1978,113387,75501,Photovoltaic cell spectrum manipulation ,Israel, 
1979,113388,75501,Piezo-hydraulic compressor/pressure oscillator for cryogenics and other applications ,Israel, 
1980,113389,75501,ROAKs for the capture and concentration of bacteria ,Israel, 
1981,113391,75501,Solid system for oral delivery of proteins insulin,Israel, 
1982,113392,75501,Stem cell lines derived from delayed blastocyst culture and their uses ,Israel, 
1983,113393,75501,Tandem electrolyte fuel cell ,Israel, 
1984,113394,75501,Technique for catalytic oxidizing of dissolved matter in water by using adsorbent and nanocatalysts ,Israel, 
1985,113444,75501,TipCAT: Semi-disposable self-propelled colonoscope ,Israel, 
1986,113445,75501,Tissue engineering of vascularized cardiac muscle from human embryonic stem cells ,Israel, 
1987,113446,75501,Tobacco and tobacco packaging material for preventing or reducing tobacco-associated injury in the aerodigestive tract ,Israel, 
1988,113447,75501,Tricyclic compounds and their uses as antiarrhythmic antifibrillatory and defibrillatory agents,Israel, 
1989,113448,75501,Ultrasound-mediated drug delivery ,Israel, 
1990,113449,75501,ViRob An autonomous crawling micro-robot ,Israel, 
1991,113450,75281,3D niche for stem cells cultivation ,Israel, 
1992,113451,75281,A blood glutamate scavenging system in the treatment of Acute Neurodegenerative disorders ,Israel, 
1993,113712,60792,"Nonlinear Optical Photodynamic Therapy of the Cornea for Corneal Disorders, Cancer and Infection",Irvine, 
1994,113850,75281,A Capacitor-Based Single-Molecule Motion Detector ,Israel, 
1995,113851,75281,A Method for Manufacturing Synthetic Genes ,Israel, 
1996,113852,75281,A New Epitope of HSP60 used as a Universal Carrier in Vaccine Design ,Israel, 
1997,113853,75281,A Novel Delivery System of an Antifungal Agent to Treat Nail Fungi Infections ,Israel, 
1998,113854,75281,A Novel Peptide for Treatment of SLE,Israel, 
1999,113855,75281,A Novel target for regulating lymphangiogenesis and lymph-node metastasis ,Israel, 
2000,113856,75281,A three time point (3TP) MRI Method For Improving The Specificity Of Cancer Diagnosis ,Israel, 
2001,113993,75281,Animal Ethics Software,Israel, 
2002,113994,75281,Anti-Cancer Immunotherapy: Anti-Tumor Vaccines ,Israel, 
2003,113997,75281,Anti-ErbB ligand therapy for the treatment of cancer ,Israel, 
2004,113998,75281,"Anti-glutamate Receptor GluR3B for Diagnosis, Research and Drug Discovery in Epilepsy ",Israel, 
2005,114000,75281,Antibodies directed to ErbB ligandsfor treating cancer ,Israel, 
2006,114001,75281,Antibody Combinations in Treating Cancer ,Israel, 
2007,114002,75281,Aptamer Blocks the Invasion of The Influenza Virus Into Target Cells ,Israel, 
2008,114003,75281,Automated Focusing and Sweeping Focus imaging for Biological Specimens ,Israel, 
2009,114168,75281,Automated Microscope Cell-based Screening ,Israel, 
2010,114183,75281,Autonomous Cell-State Sensing Device ,Israel, 
2011,114203,75281,Biological Nanocomputer ,Israel, 
2012,114204,75281,Biomarkers for Identification of Bladder Cancer ,Israel, 
2013,114205,75281,Biosensors ,Israel, 
2014,114223,75281,Bleach-Chase - High throughputMeasurement of Protein Stability,Israel, 
2015,114224,75281,Cancer Biomarkers for Risk Assessment and Early Detection ,Israel, 
2016,114225,75281,CCL2 for the Treatment of Inflammation ,Israel, 
2017,114423,75281,Coherently controlled nonlinear Raman spectroscopy and microscopy by a single laser pulse source ,Israel, 
2018,114424,75281,Combination of Antibodies to EGFR ,Israel, 
2019,114425,75281,Combined anti Hypertensive and Cholesterol Reducing Therapy Based on a Synthetic Derivative of Allicin ,Israel, 
2020,114426,75281,Computational Adaptive Optics ,Israel, 
2021,114427,75281,Cryo-Immunotherapy ,Israel, 
2022,114428,75281,Cyclic peptides for HIV vaccination ,Israel, 
2023,114429,75281,DAP Kinase Gene Family: A Novel Target for Treatment of Neurodegenerative Disorders and Cancer ,Israel, 
2024,114430,75281,Delivery of Drugs into the Brain ,Israel, 
2025,114583,75281,Detection of Active Sites and Enzyme-Ligand Interfaces ,Israel, 
2026,114603,75281,Diagnosis and Follow-up of Schizophrenia ,Israel, 
2027,114604,75281,Diagnosis of Serum Paraoxonases (PONs) and link to Atherosclerosis ,Israel, 
2028,114623,75281,Dinucleotide-based Aptamer Technology,Israel, 
2029,114643,75281,Dissacharides for Treatment of Inflammatory Conditions & Neuronal Degeneration ,Israel, 
2030,114663,75281,Disulfiram as a Novel Anti-angiogenic and Anti-inflammatory Factor ,Israel, 
2031,114664,75281,Dynamic Proteomics - Methods for Discovering Drug Targets by Analysis of Individual Cells ,Israel, 
2032,114683,75281,E. Coli Genomic Reporter Library for Monitoring Gene Expression in Living Cells ,Israel, 
2033,115183,75281,Early Detection of Susceptibility to Schizophrenia by Associated Genes and Markers ,Israel, 
2034,115205,75281,Efficient production of RecombinantProteins,Israel, 
2035,115243,75281,Elongating drug half life usingalbumin binding probe,Israel, 
2036,115263,75281,ErbB Peptides as Cancer Therapeutics ,Israel, 
2037,115283,75281,Esters of fatty acids for the treatment of autoimmune diseases such as multiple sclerosis ,Israel, 
2038,115788,75281,Identification of miRNA targets,Israel, 
2039,115789,75281,Imaging of BBB Abnormalities in Schizophrenia and other neurodegenerative deseases,Israel, 
2040,115790,75281,Immune therapy for treating Mental Disorders ,Israel, 
2041,115791,75281,Immunochip microarray technology for monitoring the state of diseases ,Israel, 
2042,115792,75281,Induction of Apoptosis in Neural Cancer Cells,Israel, 
2043,115863,33161,다분기형 발광성분자를 이용한 생체 아민의 검출·판별,동경,산학연계 코디네이터
2044,116243,33161,ON-OFF 응답 온도를 튜닝 가능한 미셀을 이용한 조광소자와 약제 내포 입자,일본, 
2045,116291,75281,Induction peptide expression in the nervous system ,Israel, 
2046,116294,75281,Inhibition of Nuclear Entry of MAPK Cascade Proteins as a Novel Mechanism for Treating Cancer ,Israel, 
2047,116296,75281,Iron Chelators for Treatment of Neurodegenerative Disorders ,Israel, 
2048,116300,75281,Kits for determining of prostate cancer to radiation therapy ,Israel, 
2049,116305,75281,Lineage Trees for Cells ,Israel, 
2050,116548,75281,Monoclonal Anti-Ubiquitinated histone H2B antibody ,Israel, 
2051,116563,75281,MRI-based Tumor Diganosis andPrognosis by Contrast Agents ,Israel, 
2052,116564,75281,New Isoflavone Derivatives as Potential Treatment for Cancer,Israel, 
2053,116565,75281,Non-invasive Assessment of Gene Expression ,Israel, 
2054,116583,75281,Non-Invasive Pipe Flow Meter ,Israel, 
2055,117643,75281,Novel Peptides For Treating HIV,Israel, 
2056,117663,75281,Novel peptides which serve as mobilization agents,Israel, 
2057,117683,75281,Novel Proteasome inhibitors for treating cancer ,Israel, 
2058,117684,75281,Novel treatment for improving bone-marrow transplantation success ,Israel, 
2059,117685,75281,Novel Treatment of Arthritis by Specific Modulation of the Immune Response Using Peptides or DNA Sequences Derived From HSP60,Israel, 
2060,118288,75281,PON1 as a detoxification agent,Israel, 
2061,118289,75281,Protein Affinity Purification,Israel, 
2062,118290,75281,Proteopedia,Israel, 
2063,118303,75281,Reactive Animation ,Israel, 
2064,118304,75281,Regulation of B-CLL survival (CD74 and CD84 as regulators in tumor cells),Israel, 
2065,118703,37595,Early Diagnosis of Preeclampsia ,israel, 
2066,118704,37595,Novel carbamoylphosphonates as high affinity MMP inhibitors ,israel, 
2067,118723,37595,Using a sustained release delivery system of sirolimus for head and neck cancer treatment ,israel, 
2068,118724,37595,Splicing Factor Activity for Detecting and Treating Cancer ,israel, 
2069,118883,37595,pH-Controlled Sustained-Release Drug Formulation ,israel, 
2070,118884,37595,Development of “Morris Water Maze” for Zebrafish ,israel, 
2071,118885,37595,HU-436 as Anti-obesity drug ,israel, 
2072,118886,37595,Micro-anerobics: A method and device for creating an anaerobic atmosphere in microtiter plates ,israel, 
2073,118925,37595,"Injectable, Sustained-Release Formulations for Veterinary Use ",israel, 
2074,118926,37595,Natural Method for Removing Boron from Water ,israel, 
2075,119663,75281,Two component Antibiotics againstbacteria ,israel, 
2076,119664,75281,Treatment of Swimming Pool Water,israel, 
2077,119665,75281,"Treatment Of Cancer And Infectious Diseases By Allicin Using A Novel, Site-Specific Delivery System ",israel, 
2078,119666,75281,Thermotolerant Organisms ,israel, 
2079,119805,75281,Targeting CD151 for Anti-Inflammatory Treatment ,israel, 
2080,119806,75281,Tailored Cancer Therapy: Prevention of Metastasis with DNA Demethylating Agents Designed for Patients Carrying a Hypermethylated DAP-Kinase ,israel, 
2081,119807,75281,Tailed primers for PCR ,israel, 
2082,119808,75281,Sperm-cell separation through Thermotaxis ,israel, 
2083,119987,75281,"Sperm Chemotaxis: Applications To Diagnosis, Treatment Of Infertility, And Contraception",israel, 
2084,119988,75281,Separation and Sorting of Particles from a Fluid,israel, 
2085,119989,75281,"Selective Inhibitors of Na, K-ATPase Isoforms for Treatment of Cardiovascular Diseases",israel, 
2086,119990,75281,Reversible Binding of Avidin and Streptavidin Derivatives,israel, 
2087,120003,75281,PON1 as a detoxification agent ,israel, 
